Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,1stFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,PoolArea,SalePrice
726,6960,NAmes,4,6,1970,375,864,864,1,0,5,2,0,120500
727,21695,Crawfor,6,9,1988,808,1680,1680,2,0,5,2,0,222000
728,7314,CollgCr,7,5,2007,724,1232,1232,2,0,6,2,0,194500
729,11475,NAmes,5,5,1958,0,1776,1776,2,0,9,3,0,110000
730,6240,IDOTRR,4,5,1925,152,848,1208,1,0,5,2,0,103000
731,5389,StoneBr,8,5,1995,1180,1616,1616,2,0,5,2,0,236500
732,9590,Timber,7,5,2003,786,1146,1146,2,0,6,2,0,187500
733,11404,CollgCr,7,5,1998,252,1153,2031,2,1,8,2,0,222500
734,10000,Sawyer,5,6,1961,594,1144,1144,1,0,6,1,0,131400
735,8978,Sawyer,5,5,1968,0,948,948,1,0,6,1,0,108000
736,10800,OldTown,7,7,1914,390,880,1768,1,1,6,2,0,163000
737,8544,NAmes,3,4,1950,0,1040,1040,2,0,6,2,0,93500
738,10463,Gilbert,8,5,2005,0,901,1801,2,1,8,3,0,239900
739,10800,Edwards,5,5,1987,1200,1200,1200,3,0,5,0,0,179000
740,9313,CollgCr,7,5,2004,0,864,1728,2,1,7,2,0,190000
741,9600,OldTown,5,7,1910,0,768,1432,2,0,7,2,0,132000
742,6768,Sawyer,6,8,1961,832,912,912,1,0,5,1,0,142000
743,8450,SawyerW,7,5,2000,0,1349,1349,2,0,6,2,0,179000
744,12886,Sawyer,5,6,1963,444,1464,1464,2,0,6,2,0,175000
745,5395,StoneBr,8,5,1993,733,1337,1337,2,0,5,2,0,180000
746,8963,NWAmes,8,9,1976,575,1175,2715,3,1,11,2,0,299800
747,8795,Gilbert,7,5,2000,300,980,2256,2,1,8,2,0,236000
748,11700,OldTown,7,7,1880,0,1320,2640,1,1,8,4,0,265979
749,10593,NoRidge,7,5,1996,919,1720,1720,2,0,7,2,0,260400
750,8405,Edwards,4,3,1945,0,1088,1529,2,0,9,1,0,98000
751,8800,OldTown,4,7,1910,0,792,1140,1,0,7,0,0,96500
752,7750,Gilbert,7,5,2003,0,660,1320,2,1,6,2,0,162000
753,9236,CollgCr,6,5,1997,1200,1494,1494,2,0,6,2,0,217000
754,10240,NridgHt,8,5,2005,0,1038,2098,2,1,8,3,0,275500
755,7930,NAmes,6,8,1969,439,1026,1026,1,0,5,2,0,156000
756,3230,Somerst,6,5,1999,381,742,1471,2,1,6,2,0,172500
757,10769,CollgCr,8,5,2007,20,866,1768,2,1,7,2,0,212000
758,11616,Sawyer,6,5,1978,438,672,1386,2,1,6,2,0,158900
759,2280,Somerst,7,5,1999,549,757,1501,2,1,6,2,0,179400
760,12257,NoRidge,8,5,1995,56,1328,2531,2,1,9,3,0,290000
761,9100,NAmes,6,6,1959,612,864,864,1,0,5,1,0,127500
762,6911,BrkSide,5,5,1924,405,1301,1301,1,0,5,2,0,100000
763,8640,Somerst,7,5,2009,24,764,1547,2,1,7,2,0,215200
764,9430,NoRidge,8,5,1999,1163,1268,2365,2,1,8,3,0,337000
765,9549,Veenker,8,5,1995,437,1494,1494,1,1,6,2,0,270000
766,14587,Somerst,9,5,2008,0,1506,1506,2,0,6,2,0,264132
767,10421,NWAmes,7,5,1988,394,980,1714,2,1,7,2,0,196500
768,12508,Mitchel,6,7,1940,660,983,1750,2,0,7,1,0,160000
769,9100,CollgCr,7,5,2004,24,1836,1836,2,0,8,2,0,216837
770,53504,StoneBr,8,5,2003,1416,1690,3279,3,1,12,3,0,538000
771,7252,Sawyer,5,5,1982,685,858,858,1,0,5,2,0,134900
772,8877,Edwards,4,5,1951,836,1220,1220,1,0,6,2,0,102000
773,7819,Edwards,6,5,1976,422,1117,1117,1,0,6,2,0,107000
774,10150,NAmes,5,5,1958,456,912,912,1,0,5,1,0,114500
775,14226,NridgHt,8,5,2006,0,1973,1973,2,0,9,3,0,395000
776,4500,Mitchel,6,5,1998,866,1204,1204,2,0,5,2,0,162000
777,11210,CollgCr,7,5,2005,20,1614,1614,2,0,7,3,0,221500
778,13350,Sawyer,5,5,1974,762,894,894,1,0,5,2,0,142500
779,8400,SawyerW,5,5,1977,0,2020,2020,2,0,10,2,0,144000
780,10530,Mitchel,6,5,1977,975,1004,1004,1,0,4,2,0,135000
781,7875,Gilbert,7,5,1995,0,1253,1253,2,0,6,2,0,176000
782,7153,SawyerW,6,5,1992,387,810,1603,2,1,7,2,0,175900
783,16285,CollgCr,7,5,2001,0,1430,1430,2,0,6,2,0,187100
784,9101,Mitchel,5,6,1978,1097,1110,1110,1,0,4,2,0,165500
785,6300,OldTown,6,6,1914,0,742,1484,2,0,9,0,0,128000
786,9790,NWAmes,6,5,1967,251,1342,1342,2,0,7,2,0,161500
787,10800,OldTown,5,6,1915,686,966,1652,2,0,7,1,0,139000
788,10142,SawyerW,7,5,2004,656,956,2084,2,1,8,2,0,233000
789,6000,OldTown,4,7,1954,0,901,901,1,0,4,1,0,107900
790,12205,ClearCr,6,8,1966,568,976,2087,2,1,9,2,0,187500
791,3182,Blmngtn,7,5,2005,16,1145,1145,2,0,5,2,0,160200
792,11333,Mitchel,6,5,1976,539,1062,1062,1,0,5,2,0,146800
793,9920,NoRidge,7,5,1996,862,1127,2013,2,1,8,2,0,269790
794,9158,Somerst,8,5,2007,0,1496,1496,2,0,7,2,0,225000
795,10832,Gilbert,7,5,1994,0,1086,1895,2,1,7,2,0,194500
796,8400,SawyerW,6,6,1980,0,888,1564,2,1,7,2,0,171000
797,8197,Sawyer,6,5,1977,0,1285,1285,1,1,7,2,0,143500
798,7677,NAmes,5,5,1953,570,773,773,1,0,4,1,0,110000
799,13518,NridgHt,9,5,2008,0,1966,3140,3,1,11,3,0,485000
800,7200,SWISU,5,7,1937,569,981,1768,1,1,7,1,0,175000
801,12798,ClearCr,6,5,1997,462,616,1688,2,1,8,2,0,200000
802,4800,IDOTRR,4,7,1916,197,1196,1196,1,0,5,2,0,109900
803,8199,CollgCr,7,5,2005,648,728,1456,2,1,7,2,0,189000
804,13891,NridgHt,9,5,2008,0,1734,2822,3,1,12,3,0,582933
805,9000,NAmes,5,5,1954,812,1128,1128,1,0,5,1,0,118000
806,12274,Somerst,7,5,2008,0,1428,1428,2,0,6,2,0,227680
807,9750,NAmes,5,5,1967,400,980,980,2,0,6,1,0,135500
808,21384,BrkSide,5,6,1923,1309,1072,1576,1,1,6,2,0,223500
809,13400,NAmes,5,5,1966,516,1086,1086,1,0,6,2,0,159950
810,8100,OldTown,5,5,1898,0,1075,2138,2,0,11,2,0,106000
811,10140,NWAmes,6,6,1974,663,1309,1309,1,1,5,2,648,181000
812,4438,CollgCr,6,5,2004,662,848,848,1,0,4,2,0,144500
813,8712,IDOTRR,5,5,1952,0,1044,1044,1,0,4,2,0,55993
814,9750,NAmes,6,6,1958,608,1442,1442,1,1,7,1,0,157900
815,8248,Edwards,5,7,1918,0,686,1250,1,1,7,1,0,116000
816,12137,CollgCr,7,5,1998,0,1661,1661,2,0,6,2,0,224900
817,11425,NAmes,5,6,1954,486,1008,1008,1,0,4,1,0,137000
818,13265,Mitchel,8,5,2002,1218,1689,1689,2,0,7,3,0,271000
819,8816,ClearCr,6,7,1971,504,1052,1052,1,0,6,2,0,155000
820,6371,NridgHt,7,5,2009,733,1358,1358,2,0,6,2,0,224000
821,7226,CollgCr,7,5,2003,0,798,1640,2,1,6,2,0,183000
822,6000,OldTown,4,4,1953,0,936,936,1,0,4,2,0,93000
823,12394,Gilbert,7,5,2003,0,847,1733,2,1,7,2,0,225000
824,9900,SWISU,6,7,1940,0,944,1489,2,0,7,1,0,139500
825,11216,Somerst,8,5,2006,0,1489,1489,2,0,7,2,0,232600
826,14803,NridgHt,10,5,2007,1636,2084,2084,2,0,7,3,0,385000
827,6130,BrkSide,5,6,1924,784,784,784,1,0,5,0,0,109500
828,8529,SawyerW,7,5,2001,20,1434,1434,2,0,6,2,0,189000
829,28698,ClearCr,5,5,1967,249,1160,2126,2,1,7,2,0,185000
830,2544,Somerst,7,5,2005,0,520,1223,2,1,4,2,0,147400
831,11900,NAmes,6,5,1957,1040,1392,1392,1,1,6,2,0,166000
832,3180,Somerst,7,5,2005,0,520,1200,2,1,4,2,0,151000
833,9548,CollgCr,7,6,2003,483,941,1829,2,1,7,2,0,237000
834,10004,NAmes,6,6,1964,196,1516,1516,1,1,6,2,0,167000
835,7875,NAmes,5,6,1961,572,1144,1144,1,0,6,2,0,139950
836,9600,Sawyer,4,7,1950,442,1067,1067,2,0,4,2,0,128000
837,8100,OldTown,5,6,1948,338,1559,1559,1,0,5,2,0,153500
838,1680,BrDale,6,5,1973,330,483,987,1,1,5,1,0,100000
839,9525,CollgCr,5,6,1995,0,1099,1099,1,1,6,1,0,144000
840,11767,Edwards,5,6,1946,352,768,1200,1,0,6,1,0,130500
841,12155,SWISU,6,8,1925,156,810,1482,2,0,7,1,0,140000
842,10440,OldTown,5,8,1904,0,958,1539,2,0,8,2,0,157500
843,9020,NAmes,6,7,1966,312,1165,1165,1,1,6,2,0,174900
844,8000,NAmes,5,4,1961,0,1800,1800,2,0,10,0,0,141000
845,12665,OldTown,5,8,1915,0,876,1416,1,1,7,3,0,153900
846,16647,Sawyer,5,5,1975,1390,1701,1701,2,0,6,2,0,171000
847,9317,SawyerW,7,5,1993,513,1006,1775,2,1,7,2,0,213000
848,15523,CollgCr,5,6,1972,460,864,864,1,0,5,1,0,133500
849,45600,ClearCr,6,8,1908,0,1307,2358,3,0,10,2,0,240000
850,9600,Veenker,6,7,1976,0,1094,1855,2,1,7,2,0,187000
851,4435,CollgCr,6,5,2003,659,848,848,1,0,3,2,0,131500
852,3196,Blmngtn,8,5,2003,0,1456,1456,2,0,7,2,0,215000
853,7128,Crawfor,7,5,1941,364,918,1646,2,0,7,1,0,164000
854,12095,NAmes,6,6,1964,564,1445,1445,1,1,7,2,0,158000
855,17920,Sawyer,5,4,1955,306,1779,1779,1,1,6,2,0,170000
856,6897,Sawyer,5,8,1962,659,1040,1040,1,1,6,1,0,127000
857,10970,CollgCr,6,6,1978,505,1026,1026,1,0,5,2,0,147000
858,8125,Gilbert,6,5,1994,0,702,1481,2,1,6,2,0,174000
859,10400,NWAmes,7,5,1976,0,1370,1370,2,0,6,2,0,152000
860,11029,NWAmes,6,7,1968,619,1512,2654,2,1,9,2,0,250000
861,7642,Crawfor,7,8,1918,0,912,1426,1,1,7,1,0,189950
862,11625,Sawyer,5,4,1965,841,1039,1039,1,1,6,2,0,131500
863,9672,SawyerW,6,5,1984,338,1097,1097,2,0,6,2,0,152000
864,7931,NAmes,5,5,1959,1148,1148,1148,1,0,6,1,0,132500
865,8640,Somerst,7,5,2007,0,1372,1372,2,0,6,2,0,250580
866,8750,NAmes,5,6,1970,828,1002,1002,1,0,5,2,0,148500
867,10656,Timber,8,5,2006,0,1646,1646,2,0,6,3,0,248900
868,6970,Sawyer,4,5,1961,932,1120,1120,1,1,5,2,0,129000
869,14762,Gilbert,5,6,1948,0,1547,2320,2,0,7,2,0,169000
870,9938,SawyerW,7,5,1993,750,1062,1949,2,1,8,2,0,236000
871,6600,NAmes,5,5,1962,0,894,894,1,0,5,1,0,109500
872,8750,CollgCr,6,5,1998,505,804,1682,2,1,7,2,0,200500
873,8892,NAmes,5,7,1953,0,910,910,1,0,5,2,0,116000
874,12144,NAmes,5,7,1949,375,1036,1268,1,0,6,1,0,133000
875,5720,OldTown,5,6,1941,0,676,1131,1,1,5,1,0,66500
876,9000,Somerst,8,5,2007,64,1184,2610,2,1,11,2,0,303477
877,25286,Mitchel,4,5,1963,633,1040,1040,1,0,5,2,0,132250
878,8834,NridgHt,9,5,2004,1170,1462,2224,2,1,10,3,0,350000
879,11782,Sawyer,5,7,1961,899,1155,1155,1,0,6,2,0,148000
880,7000,CollgCr,5,8,1978,646,864,864,1,0,6,1,0,136500
881,7024,Edwards,5,5,2005,980,1090,1090,1,1,5,2,0,157000
882,13758,Timber,7,5,1990,902,1187,1717,2,1,7,2,0,187500
883,9636,Gilbert,6,5,1992,0,808,1593,2,1,7,2,0,178000
884,6204,SWISU,4,5,1912,0,954,2230,1,0,10,1,0,118500
885,7150,NAmes,5,5,1967,432,892,892,1,0,5,1,0,100000
886,5119,Somerst,9,5,1999,1238,1709,1709,2,0,5,2,0,328900
887,8393,NAmes,5,5,1959,528,1712,1712,2,0,8,2,0,145000
888,16466,Edwards,5,7,1955,0,872,1393,1,1,8,1,0,135500
889,15865,NAmes,8,6,1970,351,2217,2217,2,0,8,2,0,268000
890,12160,NAmes,6,4,1953,1024,1505,1505,1,0,6,2,0,149500
891,8064,NAmes,5,7,1949,0,672,924,1,0,6,2,0,122900
892,11184,Sawyer,6,5,1978,226,918,1683,2,1,7,2,0,172500
893,8414,Sawyer,6,8,1963,663,1068,1068,1,0,6,1,0,154500
894,13284,Sawyer,5,5,1954,1064,1383,1383,1,0,6,1,0,165000
895,7018,SawyerW,5,5,1979,0,1535,1535,2,0,8,2,0,118858
896,7056,NAmes,6,5,1963,400,983,1796,1,1,8,2,0,140000
897,8765,IDOTRR,4,6,1936,285,951,951,1,0,6,1,0,106500
898,7018,SawyerW,5,5,1979,0,1120,2240,2,0,12,2,0,142953
899,12919,NridgHt,9,5,2009,2188,2364,2364,2,1,11,3,0,611657
900,6993,Sawyer,5,7,1961,465,1236,1236,1,0,6,1,0,135000
901,7340,NAmes,4,6,1971,322,858,858,1,0,4,1,0,110000
902,8712,NAmes,5,7,1957,860,1306,1306,1,0,5,1,0,153000
903,7875,Gilbert,7,5,2003,0,807,1509,2,1,8,2,0,180000
904,14859,Gilbert,7,5,2006,0,1670,1670,2,0,7,3,0,240000
905,6173,Sawyer,5,6,1967,599,902,902,1,0,6,1,0,125500
906,9920,NAmes,5,5,1954,354,1063,1063,1,0,6,1,0,128000
907,13501,Somerst,8,5,2006,63,1636,1636,2,0,8,3,0,255000
908,11500,Crawfor,7,7,1936,223,1020,2057,1,1,6,1,0,250000
909,8885,Mitchel,5,5,1983,301,902,902,1,0,5,2,0,131000
910,12589,Gilbert,6,5,2005,0,742,1484,2,1,8,2,0,174000
911,11600,NAmes,5,5,1960,443,1105,2274,2,0,12,2,0,154300
912,9286,CollgCr,5,7,1977,196,1268,1268,1,1,5,1,0,143500
913,6120,BrkSide,5,7,1925,489,1015,1015,1,0,6,1,0,88000
914,6270,Crawfor,5,6,1949,284,1001,2002,2,0,8,3,0,145000
915,3000,Somerst,6,5,2009,294,612,1224,2,1,4,2,0,173733
916,2001,MeadowV,4,5,1970,0,546,1092,1,1,6,1,0,75000
917,9000,IDOTRR,2,3,1949,50,480,480,0,0,4,1,0,35311
918,17140,Edwards,4,6,1956,1059,1229,1229,1,0,6,1,0,135000
919,13125,SawyerW,7,5,1991,48,912,2127,2,1,8,3,0,238000
920,11029,NAmes,6,8,1958,528,1414,1414,1,0,6,2,0,176500
921,8462,SawyerW,6,5,1994,814,936,1721,2,1,7,2,0,201000
922,8777,Edwards,5,7,1900,1084,1272,2200,2,2,9,0,0,145900
923,10237,Gilbert,6,5,2005,28,1316,1316,2,0,6,2,0,169990
924,8012,SawyerW,6,5,1993,165,1617,1617,2,0,5,2,0,193000
925,10240,NWAmes,6,6,1980,625,1686,1686,2,0,7,2,0,207500
926,15611,NWAmes,5,6,1977,767,1126,1126,2,0,6,2,0,175000
927,11999,NridgHt,8,5,2003,0,1234,2374,2,1,10,3,0,285000
928,9900,NWAmes,7,5,1968,552,1098,1978,2,1,9,2,0,176000
929,11838,CollgCr,8,5,2001,0,1788,1788,2,0,7,2,0,236500
930,13006,Gilbert,7,5,1997,0,993,2236,2,1,8,2,0,222000
931,8925,Timber,8,5,2007,16,1466,1466,2,0,7,3,0,201000
932,9100,NAmes,5,6,1965,338,925,925,1,0,5,1,0,117500
933,11670,Somerst,9,5,2006,0,1905,1905,2,0,8,3,0,320000
934,8487,CollgCr,7,5,2004,20,1500,1500,2,0,6,2,0,190000
935,27650,NAmes,7,7,1960,425,2069,2069,2,0,9,2,0,242000
936,5825,BrkSide,4,5,1926,0,747,747,1,0,5,2,0,79900
937,10083,SawyerW,7,5,2003,833,1200,1200,2,0,5,2,0,184900
938,9675,Somerst,7,5,2005,341,1113,1971,2,1,8,2,0,253000
939,8760,CollgCr,7,5,2006,464,1391,1962,2,1,7,3,0,239799
940,24090,ClearCr,7,7,1940,0,1207,2403,2,0,10,1,0,244400
941,12640,Mitchel,6,5,1976,936,1728,1728,2,0,8,2,0,150900
942,8755,Gilbert,7,5,1999,772,1022,2060,2,1,8,2,0,214000
943,7711,Edwards,4,3,1977,1440,1440,1440,2,0,8,0,0,150000
944,25000,Mitchel,5,4,1967,0,1632,1632,2,0,8,2,0,143000
945,14375,Timber,6,6,1958,111,1344,1344,1,0,7,2,0,137500
946,8820,OldTown,5,6,1890,1088,1188,1869,1,0,7,2,0,124900
947,8163,NAmes,5,6,1959,748,1144,1144,1,0,6,1,0,143000
948,14536,Timber,8,5,2002,1300,1629,1629,2,0,9,3,0,270000
949,14006,CollgCr,7,5,2002,0,936,1776,2,1,7,2,0,192500
950,9360,NWAmes,6,7,1972,982,1381,1381,1,1,5,2,0,197500
951,7200,NAmes,5,8,1950,398,864,864,1,0,5,2,0,129000
952,7800,SawyerW,5,5,1965,641,965,965,1,0,6,1,0,119900
953,7200,CollgCr,5,8,1972,660,768,768,1,0,5,1,0,133900
954,11075,Mitchel,5,4,1969,562,1168,1968,2,1,7,2,0,172000
955,9400,Edwards,6,5,1975,945,980,980,2,0,4,0,0,127500
956,7136,Crawfor,6,6,1946,484,979,1958,2,0,8,2,0,145000
957,1300,Blueste,6,6,1980,285,561,1229,1,1,5,2,0,124000
958,7420,Sawyer,5,5,1962,417,1057,1057,1,0,6,2,0,132000
959,8450,CollgCr,7,5,2003,699,1337,1337,2,0,6,2,0,185000
960,2572,Somerst,7,5,1999,604,696,1416,2,1,6,2,0,155000
961,7207,BrkSide,5,7,1958,696,858,858,1,0,4,0,0,116500
962,12227,NWAmes,6,7,1977,896,1542,2872,2,1,11,2,0,272000
963,2308,NPkVill,6,6,1976,556,804,1548,2,1,7,2,0,155000
964,11923,CollgCr,9,5,2007,0,1800,1800,2,0,7,2,0,239000
965,11316,Timber,7,5,2002,624,824,1894,2,1,8,2,0,214900
966,10237,Gilbert,6,5,2005,0,783,1484,2,1,8,2,0,178900
967,9600,Crawfor,5,7,1940,428,976,1308,1,1,7,1,0,160000
968,7390,NAmes,5,7,1955,902,1098,1098,1,0,6,1,0,135000
969,5925,OldTown,3,6,1910,0,600,968,1,0,6,0,0,37900
970,10382,NAmes,6,5,1958,513,1095,1095,1,0,6,1,0,140000
971,10800,NAmes,4,4,1949,0,720,1192,1,1,6,0,0,135000
972,2268,NridgHt,7,5,2003,567,764,1626,2,0,6,2,0,173000
973,7892,SawyerW,6,5,1979,0,918,918,2,0,5,1,0,99500
974,11639,Somerst,7,5,2007,0,1428,1428,2,0,6,2,0,182000
975,11414,BrkSide,7,8,1910,0,1136,2019,1,0,8,2,0,167500
976,2651,Somerst,7,5,2000,641,673,1382,2,1,6,2,0,165000
977,5900,BrkSide,4,7,1923,0,869,869,1,0,4,0,0,85500
978,4274,Somerst,7,5,2006,1106,1241,1241,1,1,4,2,0,199900
979,9450,Edwards,4,5,1954,552,894,894,1,0,5,2,0,110000
980,8816,Sawyer,5,6,1963,651,1121,1121,1,0,5,2,0,139000
981,12122,NAmes,7,9,1961,867,999,999,1,0,6,2,0,178400
982,12203,NoRidge,8,5,1998,854,1276,2612,2,1,8,3,0,336000
983,3182,Blmngtn,7,5,2007,0,1266,1266,2,0,6,2,0,159895
984,11250,CollgCr,8,5,2002,0,1149,2290,2,1,9,2,0,255900
985,10125,Mitchel,5,5,1977,0,1302,1734,2,0,8,2,0,126000
986,10880,Edwards,5,5,1950,1040,1164,1164,1,0,5,1,0,125000
987,5310,OldTown,6,8,1910,0,1001,1635,1,0,5,1,0,117000
988,10159,NridgHt,9,5,2009,1646,1940,1940,2,1,8,3,0,395192
989,12046,NWAmes,6,6,1976,156,1118,2030,2,1,8,2,0,195000
990,8125,Somerst,7,5,2006,0,778,1576,2,1,6,2,0,197000
991,9452,NoRidge,8,5,1997,1074,1407,2392,2,1,7,3,0,348000
992,17671,OldTown,8,9,1882,216,916,1742,1,1,8,2,0,168000
993,9760,NAmes,6,8,1964,536,1020,1851,2,1,7,2,0,187000
994,8846,CollgCr,6,5,2005,0,750,1500,2,1,6,2,0,173900
995,12456,NridgHt,10,5,2006,1172,1718,1718,2,0,7,3,0,337500
996,4712,BrkSide,4,7,1946,384,774,1230,1,1,5,1,0,121600
997,10659,NAmes,5,6,1961,915,1050,1050,1,0,6,1,0,136500
998,11717,NWAmes,6,6,1970,0,1442,1442,2,0,6,2,0,185000
999,9786,IDOTRR,3,4,1922,0,1077,1077,1,0,6,1,0,91000
1000,6762,CollgCr,7,5,2006,686,1208,1208,2,0,6,2,0,206000
1001,10206,Edwards,3,3,1952,0,944,944,1,0,4,2,0,82000
1002,5400,OldTown,5,6,1920,0,691,691,1,0,4,1,0,86000
1003,11957,Somerst,8,5,2006,24,1574,1574,2,0,7,3,0,232000
1004,11500,NWAmes,5,6,1976,0,1680,1680,2,0,8,2,0,136905
1005,3182,Blmngtn,7,5,2005,16,1504,1504,2,0,7,2,0,181000
1006,8385,CollgCr,5,8,1977,595,985,985,2,0,6,1,0,149900
1007,12155,NAmes,6,3,1970,1237,1657,1657,2,0,7,2,0,163500
1008,2217,MeadowV,4,4,1970,273,546,1092,1,1,6,1,0,88000
1009,12118,Mitchel,7,5,2004,0,1710,1710,2,0,7,2,0,240000
1010,6000,SWISU,5,5,1926,0,1008,1522,2,0,7,0,0,102000
1011,21286,Sawyer,5,5,1948,0,720,1271,2,0,7,1,0,135000
1012,9825,Edwards,5,5,1965,0,1664,1664,2,0,8,0,0,100000
1013,10592,Crawfor,6,7,1923,0,900,1502,1,1,7,1,0,165000
1014,7200,OldTown,5,4,1910,247,1022,1022,1,0,4,1,0,85000
1015,11664,NAmes,6,5,1948,336,1082,1082,1,0,5,1,0,119200
1016,8400,NWAmes,8,6,2001,643,810,1665,2,1,6,2,0,227000
1017,11883,CollgCr,7,5,1996,690,1504,1504,2,0,6,2,0,203000
1018,5814,StoneBr,8,5,1984,1036,1360,1360,1,0,4,2,0,187500
1019,10784,Gilbert,7,5,1991,0,802,1472,2,1,7,2,0,160000
1020,3013,Blmngtn,7,5,2005,16,1506,1506,2,0,6,2,0,213490
1021,7024,Edwards,4,5,2005,1024,1132,1132,1,1,5,2,0,176000
1022,7406,CollgCr,7,5,2006,684,1220,1220,2,0,6,2,0,194000
1023,9439,OldTown,5,5,1930,324,912,1248,1,0,6,1,0,87000
1024,3182,Blmngtn,7,5,2005,16,1504,1504,2,0,7,2,0,191000
1025,15498,Timber,8,6,1976,1165,2898,2898,2,0,10,2,0,287000
1026,7700,CollgCr,5,5,1972,138,882,882,1,0,5,2,0,112500
1027,9300,NAmes,5,5,1960,697,1264,1264,1,0,6,2,0,167500
1028,9520,Timber,8,5,2007,1513,1646,1646,2,0,7,3,0,293077
1029,9492,NAmes,5,5,1941,368,968,1376,1,0,6,1,0,105000
1030,1680,BrDale,6,7,1972,317,672,1218,1,1,7,1,0,118000
1031,7082,SWISU,5,8,1916,0,948,1928,2,0,10,0,0,160000
1032,15863,SWISU,7,3,1920,523,1687,3082,2,1,12,2,0,197000
1033,14541,NoRidge,8,7,1993,1012,1352,2520,2,1,10,3,0,310000
1034,8125,CollgCr,7,5,2002,986,1654,1654,2,0,6,3,0,230000
1035,6305,Crawfor,5,7,1938,0,954,954,1,0,5,1,0,119750
1036,11500,Edwards,4,3,1957,0,845,845,1,0,5,1,0,84000
1037,12898,Timber,9,5,2007,1022,1620,1620,2,0,6,3,0,315500
1038,9240,CollgCr,8,5,2001,0,1055,2263,2,1,7,2,0,287000
1039,1533,MeadowV,4,6,1970,0,798,1344,1,1,6,0,0,97000
1040,1477,MeadowV,4,4,1970,509,630,630,1,0,3,1,0,80000
1041,13125,Sawyer,5,4,1957,168,1803,1803,2,0,8,2,0,155000
1042,9130,NWAmes,6,8,1966,400,800,1632,1,1,7,2,0,173000
1043,5381,NridgHt,6,5,2005,900,1306,1306,2,0,5,2,0,196000
1044,11839,SawyerW,7,5,1990,1085,1532,2329,2,1,10,2,0,262280
1045,9600,NWAmes,8,5,1981,1104,2524,2524,2,1,9,2,0,278000
1046,13680,Edwards,3,5,1955,0,1733,1733,2,0,8,2,0,139600
1047,16056,StoneBr,9,5,2005,240,1992,2868,3,1,11,3,0,556581
1048,9245,CollgCr,5,5,1994,686,990,990,1,0,5,2,0,145000
1049,21750,Mitchel,5,4,1960,0,1771,1771,1,0,9,2,0,115000
1050,11100,Edwards,4,7,1946,0,930,930,1,0,6,1,0,84900
1051,8993,Gilbert,7,5,2007,0,1302,1302,2,0,6,2,0,176485
1052,11175,CollgCr,7,5,2007,0,1316,1316,2,0,6,2,0,200141
1053,9500,NAmes,6,6,1964,442,1127,1977,1,1,9,2,0,165000
1054,8562,Edwards,5,6,1957,383,1526,1526,1,0,7,1,0,144500
1055,11367,CollgCr,8,5,2002,932,1091,1989,2,1,7,2,0,255000
1056,11361,NWAmes,6,5,1976,644,1523,1523,2,0,7,2,0,180000
1057,7052,NridgHt,7,5,2005,659,1364,1364,2,0,6,2,0,185850
1058,29959,NoRidge,7,6,1994,595,979,1850,2,1,7,2,0,248000
1059,11308,NridgHt,9,5,2008,936,1130,2184,2,1,10,3,0,335000
1060,11275,Crawfor,6,7,1932,297,1096,1991,1,1,7,2,0,220000
1061,4920,StoneBr,8,5,2001,616,1338,1338,2,0,6,2,0,213500
1062,18000,IDOTRR,3,4,1935,0,894,894,1,0,6,3,0,81000
1063,13600,OldTown,5,5,1900,0,1422,2337,2,0,10,2,0,90000
1064,6000,OldTown,6,6,1925,397,1103,1103,1,0,5,2,0,110500
1065,11000,NAmes,5,6,1966,740,1154,1154,1,1,6,2,0,154000
1066,14000,ClearCr,7,5,1996,1201,1306,2260,2,1,7,2,0,328000
1067,7837,Gilbert,6,7,1993,0,799,1571,2,1,7,2,0,178000
1068,9760,NAmes,6,6,1964,674,798,1611,1,1,7,2,0,167900
1069,3964,MeadowV,6,4,1973,837,1291,2521,2,1,10,2,0,151400
1070,9600,NAmes,5,7,1949,220,893,893,1,0,4,2,0,135000
1071,10152,NAmes,5,5,1956,586,1048,1048,1,0,6,1,0,135000
1072,11700,NWAmes,6,6,1968,298,829,1556,1,1,8,2,0,154000
1073,7585,Edwards,5,3,1948,0,1002,1456,1,0,7,1,0,91500
1074,7950,Edwards,6,6,1977,535,698,1426,1,1,6,2,0,159500
1075,8556,CollgCr,7,5,2006,0,1240,1240,2,0,5,3,0,194000
1076,13125,Crawfor,7,6,1940,410,960,1740,1,1,6,1,0,219500
1077,10800,OldTown,5,8,1936,626,1096,1466,2,0,7,2,0,170000
1078,15870,NAmes,5,5,1969,75,1096,1096,1,0,6,1,0,138800
1079,4435,CollgCr,6,5,2004,662,848,848,1,0,3,2,0,155900
1080,8775,CollgCr,5,5,1994,495,990,990,1,0,5,1,0,126000
1081,11040,NWAmes,6,7,1971,656,1258,1258,2,0,5,2,0,145000
1082,7500,Sawyer,5,5,1963,824,1040,1040,1,1,5,1,0,133000
1083,8749,CollgCr,7,5,2002,0,1459,1459,2,0,6,2,0,192000
1084,8800,NAmes,6,6,1964,553,1251,1251,1,0,6,1,0,160000
1085,13031,Gilbert,6,5,1995,592,691,1498,2,1,6,2,0,187500
1086,9069,SawyerW,6,6,1992,747,996,996,1,0,5,2,0,147000
